market_name_lookup,latitude_lookup,longitude_lookup,time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,weather_code,cloud_cover_mean
Vyra,21.114,73.3915,2024-07-02,30.4,25.0,27.1,38.7,38.7,0,27.7,61.6,63,100
Vyra,21.114,73.3915,2024-07-03,29.8,25.8,27.6,5.6,5.6,0,26.1,55.8,53,90
Vyra,21.114,73.3915,2024-07-04,29.3,25.1,27.0,9.6,9.6,0,22.1,45.7,61,100
Vyra,21.114,73.3915,2024-07-05,29.1,25.0,26.9,9.0,9.0,0,22.9,45.0,61,100
Vyra,21.114,73.3915,2024-07-06,28.4,24.8,26.4,16.7,16.7,0,23.0,44.6,63,100
Vyra,21.114,73.3915,2024-07-07,31.1,25.5,27.9,3.3,3.3,0,25.0,49.7,53,94
Vyra,21.114,73.3915,2024-07-08,30.9,25.8,27.9,0.7,0.7,0,14.8,28.1,51,100
Vyra,21.114,73.3915,2024-07-09,31.6,25.5,27.3,17.5,17.5,0,15.5,28.8,65,99
Vyra,21.114,73.3915,2024-07-10,30.6,25.5,27.4,4.6,4.6,0,19.9,39.2,61,99
Vyra,21.114,73.3915,2024-07-11,28.0,25.5,26.2,7.0,7.0,0,22.1,40.7,61,100
Vyra,21.114,73.3915,2024-07-12,29.1,24.9,26.4,29.8,29.8,0,23.2,47.9,63,99
Vyra,21.114,73.3915,2024-07-13,29.4,24.7,26.3,18.1,18.1,0,22.4,46.4,63,99
Vyra,21.114,73.3915,2024-07-14,29.5,24.3,26.5,7.5,7.5,0,16.5,31.7,61,99
Vyra,21.114,73.3915,2024-07-15,29.4,25.1,26.6,22.2,22.2,0,13.8,29.9,63,100
Vyra,21.114,73.3915,2024-07-16,31.5,25.3,27.3,13.9,13.9,0,15.1,29.9,63,98
Vyra,21.114,73.3915,2024-07-17,30.8,24.6,27.1,3.5,3.5,0,21.2,42.1,55,100
Vyra,21.114,73.3915,2024-07-18,29.0,25.2,26.8,9.2,9.2,0,27.2,54.4,63,98
Vyra,21.114,73.3915,2024-07-19,29.2,25.4,26.7,7.0,7.0,0,31.6,63.7,61,95
Vyra,21.114,73.3915,2024-07-20,29.9,25.2,26.7,4.0,4.0,0,28.0,54.0,53,100
Vyra,21.114,73.3915,2024-07-21,29.0,25.5,26.6,20.9,20.9,0,20.9,38.9,63,100
Vyra,21.114,73.3915,2024-07-22,27.2,25.2,25.8,44.4,44.4,0,26.4,50.4,63,100
Vyra,21.114,73.3915,2024-07-23,27.3,25.2,25.9,59.6,59.6,0,28.3,53.6,65,100
Vyra,21.114,73.3915,2024-07-24,26.9,24.9,25.6,49.3,49.3,0,30.9,56.2,63,100
Vyra,21.114,73.3915,2024-07-25,27.3,24.5,25.6,18.0,18.0,0,28.3,54.0,61,100
Vyra,21.114,73.3915,2024-07-26,30.2,24.4,26.9,8.3,8.3,0,29.7,57.6,53,92
Vyra,21.114,73.3915,2024-07-27,28.2,25.2,26.3,9.9,9.9,0,25.5,53.3,61,100
Vyra,21.114,73.3915,2024-07-28,29.9,25.1,26.6,22.0,22.0,0,23.1,45.4,63,100
Vyra,21.114,73.3915,2024-07-29,27.3,25.2,25.7,41.1,41.1,0,22.8,48.2,63,100
Vyra,21.114,73.3915,2024-07-30,30.2,24.6,27.0,3.5,3.5,0,23.9,46.8,55,95
Vyra,21.114,73.3915,2024-07-31,29.3,25.3,27.1,6.1,6.1,0,23.1,49.3,61,96
Vyra,21.114,73.3915,2024-08-01,28.8,24.9,26.4,18.5,18.5,0,24.8,53.6,63,100
Vyra,21.114,73.3915,2024-08-02,27.5,24.9,25.9,18.4,18.4,0,27.8,55.4,63,100
Vyra,21.114,73.3915,2024-08-03,27.3,24.9,25.7,37.7,37.7,0,26.9,52.9,63,100
Vyra,21.114,73.3915,2024-08-04,27.0,25.1,25.8,28.4,28.4,0,22.9,46.4,63,100
Vyra,21.114,73.3915,2024-08-05,28.9,24.7,26.5,5.4,5.4,0,26.4,58.3,53,97
Vyra,21.114,73.3915,2024-08-06,29.7,24.9,26.7,6.6,6.6,0,27.1,52.6,55,94
Vyra,21.114,73.3915,2024-08-07,29.9,24.9,26.9,4.7,4.7,0,23.7,46.8,53,91
Vyra,21.114,73.3915,2024-08-08,28.9,24.4,26.3,5.7,5.7,0,20.5,42.8,61,93
Vyra,21.114,73.3915,2024-08-09,27.8,24.1,25.9,5.8,5.8,0,20.2,44.3,53,100
Vyra,21.114,73.3915,2024-08-10,29.4,24.3,26.3,11.2,11.2,0,24.7,52.2,61,98
Vyra,21.114,73.3915,2024-08-11,28.4,24.6,26.1,6.9,6.9,0,24.3,49.0,53,100
Vyra,21.114,73.3915,2024-08-12,28.9,24.0,26.2,10.7,10.7,0,23.5,48.2,63,93
Vyra,21.114,73.3915,2024-08-13,29.9,24.7,26.6,1.5,1.5,0,17.6,36.0,51,85
Vyra,21.114,73.3915,2024-08-14,30.2,24.5,26.9,1.0,1.0,0,18.1,36.0,51,99
Vyra,21.114,73.3915,2024-08-15,30.4,24.6,27.1,1.6,1.6,0,18.3,37.1,53,79
Vyra,21.114,73.3915,2024-08-16,30.3,24.6,27.2,1.7,1.7,0,19.4,39.6,51,100
Vyra,21.114,73.3915,2024-08-17,31.3,25.1,27.5,1.0,1.0,0,13.9,27.7,51,97
Vyra,21.114,73.3915,2024-08-18,32.0,24.8,28.3,0.8,0.8,0,13.3,29.5,51,93
Vyra,21.114,73.3915,2024-08-19,32.5,25.2,28.4,0.3,0.3,0,14.8,31.7,51,99
Vyra,21.114,73.3915,2024-08-20,31.8,25.4,27.1,12.7,12.7,0,12.4,28.1,63,100
Vyra,21.114,73.3915,2024-08-21,31.8,25.2,27.4,20.9,20.9,0,13.2,28.1,63,100
Vyra,21.114,73.3915,2024-08-22,30.8,24.9,27.4,10.1,10.1,0,12.2,27.7,63,98
Vyra,21.114,73.3915,2024-08-23,29.0,25.3,26.4,22.6,22.6,0,11.6,27.7,63,100
Vyra,21.114,73.3915,2024-08-24,26.1,24.0,25.1,27.1,27.1,0,17.7,36.0,63,100
Vyra,21.114,73.3915,2024-08-25,25.4,23.8,24.8,150.7,150.7,0,26.5,48.6,65,100
Vyra,21.114,73.3915,2024-08-26,26.2,24.7,25.1,60.3,60.3,0,31.0,61.2,65,100
Vyra,21.114,73.3915,2024-08-27,29.3,23.4,26.0,9.2,9.2,0,32.1,66.6,63,100
Vyra,21.114,73.3915,2024-08-28,28.5,24.3,25.6,27.2,27.2,0,29.8,63.7,63,97
Vyra,21.114,73.3915,2024-08-29,28.4,24.2,25.8,8.9,8.9,0,26.6,54.4,63,86
Vyra,21.114,73.3915,2024-08-30,29.6,24.3,26.5,2.4,2.4,0,21.0,45.0,53,65
Vyra,21.114,73.3915,2024-08-31,30.3,24.6,26.9,0.9,0.9,0,15.0,31.0,51,64
Vyra,21.114,73.3915,2024-09-01,30.2,24.2,26.9,0.3,0.3,0,15.1,29.5,51,96
Vyra,21.114,73.3915,2024-09-02,27.9,24.9,25.8,65.4,65.4,0,15.1,31.0,65,100
Vyra,21.114,73.3915,2024-09-03,29.7,23.9,26.3,8.5,8.5,0,16.1,33.8,63,100
Vyra,21.114,73.3915,2024-09-04,28.9,24.7,26.6,7.3,7.3,0,22.0,45.0,63,95
Vyra,21.114,73.3915,2024-09-05,29.7,24.1,26.1,24.0,24.0,0,22.6,49.0,65,90
Vyra,21.114,73.3915,2024-09-06,29.7,24.1,26.1,24.9,24.9,0,23.0,45.0,63,96
Vyra,21.114,73.3915,2024-09-07,29.0,24.4,26.4,7.7,7.7,0,17.8,38.2,61,81
Vyra,21.114,73.3915,2024-09-08,29.7,24.6,26.6,2.4,2.4,0,16.6,34.2,53,54
Vyra,21.114,73.3915,2024-09-09,29.8,25.0,26.8,7.2,7.2,0,15.5,32.0,63,95
Vyra,21.114,73.3915,2024-09-10,29.1,25.0,26.4,19.2,19.2,0,17.1,31.7,63,96
Vyra,21.114,73.3915,2024-09-11,28.9,24.8,26.3,7.3,7.3,0,17.1,36.0,63,99
Vyra,21.114,73.3915,2024-09-12,29.7,24.6,26.6,1.5,1.5,0,21.6,43.9,51,100
Vyra,21.114,73.3915,2024-09-13,29.2,23.7,26.0,2.6,2.6,0,22.3,43.6,53,54
Vyra,21.114,73.3915,2024-09-14,28.3,23.5,25.4,3.2,3.2,0,18.5,41.8,55,64
Vyra,21.114,73.3915,2024-09-15,29.2,22.8,25.5,3.9,3.9,0,16.4,36.4,53,61
Vyra,21.114,73.3915,2024-09-16,30.1,23.0,25.9,0.8,0.8,0,13.4,29.5,51,36
Vyra,21.114,73.3915,2024-09-17,29.5,22.8,25.6,0.6,0.6,0,15.1,31.0,51,48
Vyra,21.114,73.3915,2024-09-18,29.9,23.3,26.3,0.7,0.7,0,10.8,24.1,51,71
Vyra,21.114,73.3915,2024-09-19,30.7,24.0,26.8,1.6,1.6,0,14.3,30.6,53,28
Vyra,21.114,73.3915,2024-09-20,31.0,24.1,27.0,1.8,1.8,0,12.1,27.7,53,39
Vyra,21.114,73.3915,2024-09-21,30.8,24.3,26.9,2.7,2.7,0,12.3,25.2,53,32
Vyra,21.114,73.3915,2024-09-22,30.8,24.4,27.0,4.7,4.7,0,9.2,22.0,63,56
Vyra,21.114,73.3915,2024-09-23,30.2,24.9,26.8,16.5,16.5,0,9.3,23.0,65,95
Vyra,21.114,73.3915,2024-09-24,31.1,24.2,26.9,24.7,24.7,0,12.8,25.6,63,90
Vyra,21.114,73.3915,2024-09-25,30.0,24.1,26.1,14.7,14.7,0,12.4,24.1,63,100
Vyra,21.114,73.3915,2024-09-26,28.7,24.4,25.7,48.6,48.6,0,11.5,24.1,63,100
Vyra,21.114,73.3915,2024-09-27,29.4,24.5,26.0,32.0,32.0,0,10.8,20.2,65,99
Vyra,21.114,73.3915,2024-09-28,26.8,24.3,25.3,27.2,27.2,0,16.8,32.4,63,100
Vyra,21.114,73.3915,2024-09-29,27.3,24.4,25.4,8.1,8.1,0,16.3,34.2,63,89
Vyra,21.114,73.3915,2024-09-30,30.8,23.9,26.9,3.4,3.4,0,9.9,22.7,61,42
Vyra,21.114,73.3915,2024-10-01,31.6,24.6,27.8,3.1,3.1,0,10.5,27.4,61,45
Vyra,21.114,73.3915,2024-10-02,32.1,25.2,27.9,5.8,5.8,0,10.6,19.1,63,39
Vyra,21.114,73.3915,2024-10-03,30.9,24.8,27.5,0.7,0.7,0,13.7,27.7,51,31
Vyra,21.114,73.3915,2024-10-04,30.0,24.6,26.8,1.1,1.1,0,12.1,27.0,51,70
Vyra,21.114,73.3915,2024-10-05,31.0,24.0,26.7,2.0,2.0,0,11.3,22.7,55,50
Vyra,21.114,73.3915,2024-10-06,31.6,22.8,27.2,0.4,0.4,0,12.4,27.0,51,25
Vyra,21.114,73.3915,2024-10-07,34.4,24.3,28.7,0.1,0.1,0,14.0,30.2,51,13
Vyra,21.114,73.3915,2024-10-08,33.8,24.7,28.8,0.0,0.0,0,11.7,25.6,2,10
Vyra,21.114,73.3915,2024-10-09,32.9,25.3,27.6,9.7,9.7,0,14.4,34.9,65,72
Vyra,21.114,73.3915,2024-10-10,30.4,24.9,26.3,21.0,21.0,0,14.3,29.9,63,98
Vyra,21.114,73.3915,2024-10-11,30.2,24.5,26.8,10.7,10.7,0,16.1,37.4,65,92
Vyra,21.114,73.3915,2024-10-12,31.1,24.6,27.1,13.1,13.1,0,12.5,27.4,65,97
Vyra,21.114,73.3915,2024-10-13,32.2,24.4,27.0,15.9,15.9,0,10.4,25.2,63,67
Vyra,21.114,73.3915,2024-10-14,31.0,24.1,27.1,5.3,5.3,0,16.1,32.0,63,89
Vyra,21.114,73.3915,2024-10-15,32.3,23.9,27.4,1.6,1.6,0,10.8,24.5,61,87
Vyra,21.114,73.3915,2024-10-16,33.3,23.9,27.9,0.9,0.9,0,15.0,31.0,51,67
Vyra,21.114,73.3915,2024-10-17,33.4,24.6,28.6,0.4,0.4,0,8.7,20.5,51,92
Vyra,21.114,73.3915,2024-10-18,33.7,25.5,28.8,9.5,9.5,0,11.5,27.4,63,92
Vyra,21.114,73.3915,2024-10-19,31.8,23.9,26.8,27.8,27.8,0,10.9,20.5,65,95
Vyra,21.114,73.3915,2024-10-20,30.6,23.6,26.2,7.2,7.2,0,10.9,25.6,63,93
Vyra,21.114,73.3915,2024-10-21,29.7,24.2,25.9,15.5,15.5,0,13.0,29.2,63,70
Vyra,21.114,73.3915,2024-10-22,31.3,23.2,26.7,13.8,13.8,0,12.1,28.1,65,31
Vyra,21.114,73.3915,2024-10-23,32.1,24.2,27.5,0.0,0.0,0,10.0,22.0,3,18
Vyra,21.114,73.3915,2024-10-24,32.2,22.8,27.2,0.2,0.2,0,8.8,19.1,51,25
Vyra,21.114,73.3915,2024-10-25,32.2,19.9,26.0,0.0,0.0,0,10.8,23.8,3,62
Vyra,21.114,73.3915,2024-10-26,32.6,19.4,26.2,0.0,0.0,0,9.5,16.2,3,43
Vyra,21.114,73.3915,2024-10-27,32.6,19.7,26.1,0.0,0.0,0,10.1,21.6,3,22
Vyra,21.114,73.3915,2024-10-28,33.2,21.1,26.9,0.0,0.0,0,9.3,16.2,3,33
Vyra,21.114,73.3915,2024-10-29,33.1,23.0,27.8,0.0,0.0,0,8.5,18.0,3,52
Vyra,21.114,73.3915,2024-10-30,34.2,22.5,27.4,0.0,0.0,0,8.6,19.8,0,2
Vyra,21.114,73.3915,2024-10-31,33.9,22.6,27.6,0.0,0.0,0,14.9,31.0,0,0
Vyra,21.114,73.3915,2024-11-01,34.3,21.7,27.2,0.0,0.0,0,12.2,26.6,0,0
Vyra,21.114,73.3915,2024-11-02,34.3,22.0,27.4,0.0,0.0,0,12.9,22.3,0,0
Vyra,21.114,73.3915,2024-11-03,34.7,22.2,27.7,0.0,0.0,0,13.7,28.8,3,13
Vyra,21.114,73.3915,2024-11-04,33.9,22.1,27.3,0.0,0.0,0,11.4,24.1,0,0
Vyra,21.114,73.3915,2024-11-05,34.0,21.5,27.1,0.0,0.0,0,12.1,26.3,0,0
Vyra,21.114,73.3915,2024-11-06,34.1,21.9,26.9,0.0,0.0,0,13.5,28.8,1,6
Vyra,21.114,73.3915,2024-11-07,33.4,21.3,26.6,0.0,0.0,0,12.7,26.6,2,4
Vyra,21.114,73.3915,2024-11-08,33.5,21.5,27.0,0.0,0.0,0,14.0,29.5,0,0
Vyra,21.114,73.3915,2024-11-09,33.4,21.1,27.0,0.0,0.0,0,11.4,23.0,0,2
Vyra,21.114,73.3915,2024-11-10,33.3,21.1,26.5,0.0,0.0,0,15.3,32.0,0,0
Vyra,21.114,73.3915,2024-11-11,32.5,20.4,25.9,0.0,0.0,0,14.4,31.0,0,0
Vyra,21.114,73.3915,2024-11-12,32.3,21.0,25.7,0.0,0.0,0,16.7,35.6,0,0
Vyra,21.114,73.3915,2024-11-13,30.9,20.1,24.7,0.0,0.0,0,16.5,33.1,0,0
Vyra,21.114,73.3915,2024-11-14,31.1,20.3,25.1,0.0,0.0,0,15.3,27.4,1,2
Vyra,21.114,73.3915,2024-11-15,31.5,20.9,25.5,0.0,0.0,0,12.2,23.8,3,73
Vyra,21.114,73.3915,2024-11-16,31.4,20.9,25.7,0.0,0.0,0,10.8,23.0,3,37
Vyra,21.114,73.3915,2024-11-17,31.8,21.9,25.8,0.0,0.0,0,16.0,32.0,0,2
Vyra,21.114,73.3915,2024-11-18,30.7,20.4,24.6,0.0,0.0,0,14.9,29.2,0,0
Vyra,21.114,73.3915,2024-11-19,30.3,19.1,23.8,0.0,0.0,0,12.4,24.1,0,0
Vyra,21.114,73.3915,2024-11-20,29.7,19.4,23.8,0.0,0.0,0,13.7,29.2,0,0
Vyra,21.114,73.3915,2024-11-21,29.4,19.1,23.3,0.0,0.0,0,12.3,27.0,0,0
Vyra,21.114,73.3915,2024-11-22,29.6,18.6,23.0,0.0,0.0,0,13.1,28.1,0,0
Vyra,21.114,73.3915,2024-11-23,29.7,18.5,23.2,0.0,0.0,0,11.7,24.8,3,12
Vyra,21.114,73.3915,2024-11-24,30.1,18.7,23.5,0.0,0.0,0,12.4,25.2,3,40
Vyra,21.114,73.3915,2024-11-25,29.5,19.2,23.6,0.0,0.0,0,18.6,35.6,3,34
Vyra,21.114,73.3915,2024-11-26,29.2,18.2,23.1,0.0,0.0,0,18.8,36.4,3,16
Vyra,21.114,73.3915,2024-11-27,29.3,17.5,22.9,0.0,0.0,0,18.7,36.0,0,1
Vyra,21.114,73.3915,2024-11-28,29.2,17.2,22.8,0.0,0.0,0,21.8,42.1,0,0
Vyra,21.114,73.3915,2024-11-29,27.9,17.3,21.9,0.0,0.0,0,19.4,38.2,0,2
Vyra,21.114,73.3915,2024-11-30,27.9,17.3,21.8,0.0,0.0,0,18.6,37.8,2,11
Vyra,21.114,73.3915,2024-12-01,29.2,17.7,22.8,0.0,0.0,0,15.7,31.7,3,60
Vyra,21.114,73.3915,2024-12-02,30.7,20.4,24.9,0.0,0.0,0,18.1,37.1,3,41
Vyra,21.114,73.3915,2024-12-03,31.8,22.2,26.4,0.0,0.0,0,18.9,38.2,3,30
Vyra,21.114,73.3915,2024-12-04,32.0,23.9,27.2,0.0,0.0,0,16.2,33.8,3,77
Vyra,21.114,73.3915,2024-12-05,32.2,22.9,27.0,0.0,0.0,0,15.9,29.5,3,21
Vyra,21.114,73.3915,2024-12-06,31.9,21.3,25.6,0.0,0.0,0,13.3,25.6,3,53
Vyra,21.114,73.3915,2024-12-07,28.9,18.5,22.7,0.0,0.0,0,9.4,22.3,3,93
Vyra,21.114,73.3915,2024-12-08,27.5,14.8,20.8,0.0,0.0,0,10.1,24.1,3,38
Vyra,21.114,73.3915,2024-12-09,26.9,12.8,19.2,0.0,0.0,0,12.0,26.6,3,33
Vyra,21.114,73.3915,2024-12-10,26.2,14.9,20.0,0.0,0.0,0,20.2,40.0,3,47
Vyra,21.114,73.3915,2024-12-11,27.9,17.1,21.4,0.0,0.0,0,17.6,32.8,3,23
Vyra,21.114,73.3915,2024-12-12,28.7,17.4,21.9,0.0,0.0,0,14.0,24.5,3,22
Vyra,21.114,73.3915,2024-12-13,26.5,16.8,20.8,0.0,0.0,0,22.4,44.3,3,84
Vyra,21.114,73.3915,2024-12-14,27.4,16.8,20.9,0.0,0.0,0,19.8,39.6,3,21
Vyra,21.114,73.3915,2024-12-15,27.9,16.3,21.2,0.0,0.0,0,16.3,29.9,0,0
Vyra,21.114,73.3915,2024-12-16,28.8,15.6,21.3,0.0,0.0,0,16.0,27.4,0,0
Vyra,21.114,73.3915,2024-12-17,29.1,15.4,21.1,0.0,0.0,0,12.4,24.5,3,15
Vyra,21.114,73.3915,2024-12-18,30.0,16.0,21.7,0.0,0.0,0,14.8,25.6,2,10
Vyra,21.114,73.3915,2024-12-19,29.7,16.1,21.7,0.0,0.0,0,13.0,23.4,0,0
Vyra,21.114,73.3915,2024-12-20,28.3,14.6,20.8,0.0,0.0,0,10.2,19.1,3,47
Vyra,21.114,73.3915,2024-12-21,29.4,15.6,21.7,0.0,0.0,0,9.4,19.4,3,10
Vyra,21.114,73.3915,2024-12-22,26.8,17.1,21.9,0.0,0.0,0,12.9,26.6,3,21
Vyra,21.114,73.3915,2024-12-23,26.1,18.1,21.7,0.0,0.0,0,10.2,22.3,3,43
Vyra,21.114,73.3915,2024-12-24,27.0,16.6,21.2,0.0,0.0,0,14.3,28.8,1,9
Vyra,21.114,73.3915,2024-12-25,28.9,16.4,22.3,0.0,0.0,0,8.1,18.7,3,19
Vyra,21.114,73.3915,2024-12-26,29.5,19.8,24.3,0.3,0.3,0,14.4,28.8,51,41
Vyra,21.114,73.3915,2024-12-27,29.1,19.5,23.9,0.1,0.1,0,9.4,27.0,51,25
Vyra,21.114,73.3915,2024-12-28,28.1,18.4,22.9,0.0,0.0,0,10.0,23.0,2,10
Vyra,21.114,73.3915,2024-12-29,29.9,18.1,23.5,0.0,0.0,0,12.1,25.9,0,2
Vyra,21.114,73.3915,2024-12-30,30.3,19.6,24.0,0.0,0.0,0,12.6,25.9,0,0
Vyra,21.114,73.3915,2024-12-31,30.9,18.8,24.0,0.0,0.0,0,10.5,22.0,0,0
Vyra,21.114,73.3915,2025-01-01,30.4,18.3,23.5,0.0,0.0,0,9.9,23.4,0,0
